Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D
4947,15,0.0112,3.66,10446,6753,0.089,307,257.12,2177,2096.04654606315,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4948,15,0.0112,3.66,10446,6766,0.026,577,198.69,3155,3105.14004109242,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4949,15,0.0112,3.66,10446,7011,0.005,812,144.56,4385,3572.67042110884,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4950,15,0.0112,3.66,10446,6780,0.276,33,308.83,2019,1545.86057783156,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4951,15,0.0112,3.66,6998,6766,0.049,408,201.13,2492,2960.33850950267,1267.3342484370758,2772.5952683200344,558.9606869899761,326.7857142857143
4952,15,0.0112,3.1,10446,6577,0.127,192,280.06,2114,1834.87160890055,1426.9775354532576,2717.171862403542,587.3728556623449,276.7857142857143
4953,15,0.0112,3.66,10446,6658,0.093,320,254.44,2240,2032.47275223528,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4954,15,0.0112,3.66,10446,7933,0.084,308,256.91,2524,2639.78997453913,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4955,15,0.0112,1.35,10446,6509,0.124,27,309.82,2524,1834.04171982197,1426.9775354532576,2717.171862403542,587.3728556623449,120.53571428571429
4956,15,0.0112,1.33,10446,7811,0.124,24,310.32,3028,2324.43204841216,1426.9775354532576,2717.171862403542,587.3728556623449,118.75000000000001
4957,15,0.0112,3.05,10446,6794,0.238,47,306.47,2208,1640.66473351625,1426.9775354532576,2717.171862403542,587.3728556623449,272.32142857142856
4958,15,0.0112,1.83,10446,7946,0.142,40,307.65,2713,2445.56995592437,1426.9775354532576,2717.171862403542,587.3728556623449,163.39285714285714
4959,15,0.0112,2.71,10446,6766,0.185,68,302.86,2145,1736.29507183863,1426.9775354532576,2717.171862403542,587.3728556623449,241.96428571428572
4960,15,0.0112,3.04,10446,6726,0.142,163,285.6,2145,1811.92070306796,1426.9775354532576,2717.171862403542,587.3728556623449,271.42857142857144
4961,15,0.0112,2.11,6998,6794,0.16,5,284.88,2208,2175.26844799539,1267.3342484370758,2772.5952683200344,558.9606869899761,188.39285714285714
4962,15,0.0112,2.42,10446,6631,0.178,42,307.32,2082,1721.59963337474,1426.9775354532576,2717.171862403542,587.3728556623449,216.07142857142856
4963,15,0.0112,3.06,10446,7960,0.131,190,280.45,2618,2475.07030480381,1426.9775354532576,2717.171862403542,587.3728556623449,273.2142857142857
4964,15,0.0104,1.75,13790,678,0.502,37,330.44,587,600.724040987329,1562.6192304809874,2643.49087147594,608.6268919309981,168.26923076923077
4965,15,0.0104,1.75,13790,949,0.39,53,328.14,672,721.421596969151,1562.6192304809874,2643.49087147594,608.6268919309981,168.26923076923077
4966,15,0.0104,1.75,13790,1356,0.307,44,329.44,760,724.188055472434,1562.6192304809874,2643.49087147594,608.6268919309981,168.26923076923077
4967,15,0.0104,1.75,13790,1763,0.251,42,329.73,823,825.156060452887,1562.6192304809874,2643.49087147594,608.6268919309981,168.26923076923077
4968,15,0.0104,1.75,13790,1763,0.223,113,318.92,931,943.148473057555,1562.6192304809874,2643.49087147594,608.6268919309981,168.26923076923077
4969,15,0.0104,1.75,13790,1763,0.196,164,310.45,987,1062.1791669424,1562.6192304809874,2643.49087147594,608.6268919309981,168.26923076923077
4970,15,0.0104,1.75,13790,1763,0.183,207,302.93,1063,1135.07047697285,1562.6192304809874,2643.49087147594,608.6268919309981,168.26923076923077
4971,15,0.0105,1.8,13790,1763,0.21,119,317.95,886,992.987385022093,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4972,15,0.0105,1.8,13790,1356,0.245,215,301.5,946,964.272972700472,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4973,15,0.0105,1.8,13790,949,0.303,359,274.13,946,967.855834630734,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4974,15,0.0105,1.8,13790,1356,0.253,146,313.5,827,931.964985172199,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4975,15,0.0105,1.8,13790,1356,0.257,170,309.42,883,916.093459628157,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4976,15,0.0105,1.8,13790,949,0.335,278,289.87,883,866.960596935275,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4977,15,0.0105,1.8,13790,949,0.353,213,301.86,820,812.039360505503,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4978,15,0.0105,1.8,13790,949,0.361,161,310.96,760,791.701777145432,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4979,15,0.0105,1.8,13790,678,0.498,102,320.67,631,612.126125289684,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4980,15,0.0105,1.8,13790,678,0.468,198,304.53,694,725.022145876854,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4981,15,0.0105,1.8,13790,678,0.371,560,232.18,946,1013.45660230164,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4982,15,0.0105,1.8,13790,678,0.375,491,246.98,883,998.098917391495,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4983,15,0.0105,1.78,13790,1763,0.205,90,322.55,817,1013.88770797921,1562.6192304809874,2643.49087147594,608.6268919309981,169.52380952380952
4984,15,0.0105,1.78,13790,1763,0.178,176,308.39,965,1157.55374782764,1562.6192304809874,2643.49087147594,608.6268919309981,169.52380952380952
4985,15,0.0105,1.78,13790,949,0.327,224,299.87,814,892.18440635914,1562.6192304809874,2643.49087147594,608.6268919309981,169.52380952380952
4986,15,0.0105,1.75,13790,1763,0.212,76,324.71,811,984.627255839247,1562.6192304809874,2643.49087147594,608.6268919309981,166.66666666666666
4987,15,0.0105,1.8,13790,1356,0.255,134,315.49,814,924.029222400178,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4988,15,0.0105,1.8,13790,949,0.281,375,270.93,943,1053.85700371863,1562.6192304809874,2643.49087147594,608.6268919309981,171.42857142857142
4989,15,0.0106,0.76,6895,1492,0.162,457,188.91,3628,3464.90165559516,1262.0095288432394,2773.9253851760195,557.9591327196623,71.69811320754717
4990,15,0.0106,0.76,6888,1451,0.174,477,184.29,3722,3402.68891116102,1261.6460713003291,2774.015022375653,557.8906519639509,71.69811320754717
4991,15,0.0106,0.76,6888,1451,0.141,577,161.32,3975,3663.31682627585,1261.6460713003291,2774.015022375653,557.8906519639509,71.69811320754717
4992,15,0.0106,0.76,6916,1451,0.182,440,193,3596,3332.24328262423,1263.098682724439,2773.655891752899,558.1642566833007,71.69811320754717
4993,15,0.0106,0.76,8274,1451,0.126,529,187.88,3565,3397.73705772458,1330.1115196951635,2754.472024689383,570.5197691556691,71.69811320754717
4994,15,0.0106,0.76,8260,1451,0.082,667,155.98,3943,3786.86852832661,1329.45095727165,2754.686677425234,570.400616822192,71.69811320754717
4995,15,0.0106,0.76,8260,1437,0.074,673,154.59,3880,3859.12760607228,1329.45095727165,2754.686677425234,570.400616822192,71.69811320754717
4996,15,0.0106,0.76,6895,1478,0.093,715,129.14,4385,4074.08835991964,1262.0095288432394,2773.9253851760195,557.9591327196623,71.69811320754717
4997,15,0.0106,0.76,6888,1451,0.05,896,86.07,4890,4452.15565323604,1261.6460713003291,2774.015022375653,557.8906519639509,71.69811320754717
4998,15,0.0106,0.76,8253,1464,0.06,735,140.01,4164,3959.65637858221,1329.1204671140922,2754.7938765591944,570.3409825572281,71.69811320754717
4999,15,0.0106,0.76,8267,1451,0.1,629,164.87,3880,3639.43925002652,1329.7813080454991,2754.5793934562325,570.4602123360097,71.69811320754717
5000,15,0.0106,0.76,8253,1478,0.126,497,194.9,3470,3388.7146569655,1329.1204671140922,2754.7938765591944,570.3409825572281,71.69811320754717
5001,15,0.0106,0.76,6902,1451,0.076,788,111.96,4543,4230.35352753022,1262.3727829856205,2773.8356509434875,558.0275603619237,71.69811320754717
5002,15,0.0106,0.76,6895,1437,0.105,696,133.61,4259,3995.1142502623,1262.0095288432394,2773.9253851760195,557.9591327196623,71.69811320754717
5003,15,0.0106,0.76,6861,1464,0.115,658,142.13,4227,3900.75433209097,1260.2422507016006,2774.359855198789,557.6260126398352,71.69811320754717
5004,16,0.008,0.2,3924,5361.1,-0.0041,174.467,212.02,8980,5961.2506614736,1081.9091042656,2801.251388025083,522.3725580273097,25.0
5005,17,0.00998,1,4070,228,0.937,647,105.55,1275,493.958993115049,1092.4477678845585,2800.549784278277,524.5383647083547,100.20040080160321
5006,17,0.00998,1,4070,225,0.949,651,104.6,1275,398.388915058803,1092.4477678845585,2800.549784278277,524.5383647083547,100.20040080160321
5007,17,0.00998,1,4021,279,0.879,609,113.73,1469,972.292197987544,1088.9384620509388,2800.7951891315224,523.8182131359047,100.20040080160321
5008,17,0.00998,1,4021,407,0.807,565,124.13,1973,1528.62871763718,1088.9384620509388,2800.7951891315224,523.8182131359047,100.20040080160321
5009,17,0.00998,1,4021,499,0.826,507,137.77,2389,1442.18688044318,1088.9384620509388,2800.7951891315224,523.8182131359047,100.20040080160321
5010,17,0.00998,1,4021,722,0.66,497,140.11,2930,2396.15457817024,1088.9384620509388,2800.7951891315224,523.8182131359047,100.20040080160321
5011,17,0.00998,1,4021,905,0.529,627,109.47,3459,2957.25204616289,1088.9384620509388,2800.7951891315224,523.8182131359047,100.20040080160321
5012,17,0.00998,1,4021,1227,0.362,644,105.44,3868,3642.53717216262,1088.9384620509388,2800.7951891315224,523.8182131359047,100.20040080160321
5013,17,0.00998,1,4119,1966,0.215,498,141.5,4240,3863.86426779208,1095.9299619956307,2800.2946065621168,525.2519105758632,100.20040080160321
5014,17,0.00998,1,4315,2276,0.125,554,131.54,4344,4323.75653592146,1109.5991402959037,2799.1798789558106,528.0427512372885,100.20040080160321
5015,17,0.00998,1,5001,222,0.981,693,109.23,1277,152.579238351227,1154.5646994999454,2794.2187485822105,537.1053695485429,100.20040080160321
5016,17,0.00998,1,5001,270,0.906,677,113.02,1455,802.517367801156,1154.5646994999454,2794.2187485822105,537.1053695485429,100.20040080160321
5017,17,0.00998,1,5001,417,0.775,629,124.37,1975,1763.0140348946,1154.5646994999454,2794.2187485822105,537.1053695485429,100.20040080160321
5018,17,0.00998,1,5001,409,0.793,621,126.26,1961,1642.32700848134,1154.5646994999454,2794.2187485822105,537.1053695485429,100.20040080160321
5019,17,0.00998,1,5001,518,0.828,508,152.73,2409,1466.54425860924,1154.5646994999454,2794.2187485822105,537.1053695485429,100.20040080160321
5020,17,0.00998,1,5001,697,0.667,591,133.32,2928,2277.27719081175,1154.5646994999454,2794.2187485822105,537.1053695485429,100.20040080160321
5021,17,0.00998,1,5001,1330,0.262,740,98.06,3878,3767.08644087158,1154.5646994999454,2794.2187485822105,537.1053695485429,100.20040080160321
5022,17,0.00998,1,5100,2201,0.091,634,124.63,4297,4217.3102961144,1160.7300623453878,2793.3808738181656,538.3333663010554,100.20040080160321
5023,17,0.00998,1,5982,222,0.993,746,110.29,1280,54.8220698398458,1212.7191221158687,2784.757705290843,548.5404387615722,100.20040080160321
5024,17,0.00998,1,6080,281,0.841,733,114.66,1438,1130.9804050032,1218.20743751989,2783.681748207938,549.6020050999189,100.20040080160321
5025,17,0.00998,1,5982,409,0.788,682,125.44,1961,1524.91850657923,1212.7191221158687,2784.757705290843,548.5404387615722,100.20040080160321
5026,17,0.00998,1,6031,557,0.757,541,159.08,2404,1712.08840691486,1215.4697648561516,2784.2224748301096,549.0728683367065,100.20040080160321
5027,17,0.00998,1,5933,722,0.609,659,130.22,2916,2251.17588598088,1209.9553034222836,2785.2873849349294,548.0046687223971,100.20040080160321
5028,17,0.00998,1,5982,965,0.388,794,98.89,3380,3022.15967024307,1212.7191221158687,2784.757705290843,548.5404387615722,100.20040080160321
5029,17,0.00998,1,5982,1457,0.163,802,96.98,3848,3942.24589323788,1212.7191221158687,2784.757705290843,548.5404387615722,100.20040080160321
5030,17,0.00998,1,6178,2013,0.095,714,120.43,4331,3966.38554603186,1223.644673891659,2782.584017217843,550.6505854856507,100.20040080160321
5031,17,0.00998,1,6963,230,0.952,794,111.27,1280,359.009437714651,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5032,17,0.00998,1,6963,235,0.924,788,112.7,1280,570.18246390528,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5033,17,0.00998,1,6963,279,0.854,789,112.46,1444,989.115753854905,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5034,17,0.00998,1,6963,279,0.834,773,116.25,1412,1084.16037178899,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5035,17,0.00998,1,6963,422,0.751,739,124.3,1970,1561.08416896884,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5036,17,0.00998,1,6963,422,0.752,727,127.13,1959,1556.59567008915,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5037,17,0.00998,1,6963,398,0.732,866,94.14,1954,1642.00816812733,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5038,17,0.00998,1,6963,407,0.733,827,103.43,1960,1639.05570971891,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5039,17,0.00998,1,6963,409,0.744,798,110.32,1960,1589.12401033465,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5040,17,0.00998,1,6963,414,0.748,762,118.86,1953,1572.26078319927,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5041,17,0.00998,1,6963,421,0.756,724,127.84,1956,1538.30328994282,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5042,17,0.00998,1,7061,424,0.806,637,149.42,1956,1290.58191176779,1270.5699660099838,2771.771470945766,559.5677467297784,100.20040080160321
5043,17,0.00998,1,6963,455,0.789,533,172.36,1956,1408.80374693928,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5044,17,0.00998,1,6963,468,0.803,465,187.89,1956,1352.29223781143,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5045,17,0.00998,1,6963,493,0.796,388,205.19,1956,1401.68441383287,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5046,17,0.00998,1,6963,529,0.777,316,221.06,1965,1467.620028041,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5047,17,0.00998,1,6963,529,0.625,824,104.15,2333,2106.24129467885,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5048,17,0.00998,1,6963,542,0.633,776,115.54,2340,2064.57342658369,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5049,17,0.00998,1,6963,550,0.653,721,128.54,2340,1974.56541964472,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5050,17,0.00998,1,6963,589,0.659,604,155.95,2350,1931.83043545004,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5051,17,0.00998,1,6963,638,0.636,517,176.03,2350,2002.51690500753,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5052,17,0.00998,1,6963,702,0.601,433,195.12,2345,2102.41997791806,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5053,17,0.00998,1,6963,734,0.6,379,207.19,2350,2086.03623340268,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5054,17,0.00998,1,6963,603,0.642,629,150.13,2404,1995.71815005014,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5055,17,0.00998,1,6914,598,0.666,609,154.2,2411,1911.58462508921,1262.9950323474834,2773.6815953493715,558.1447415931326,100.20040080160321
5056,17,0.00998,1,6963,733,0.481,870,93.19,2915,2612.54480711868,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5057,17,0.00998,1,6963,752,0.506,802,109.37,2936,2460.19718063449,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5058,17,0.00998,1,6963,777,0.504,760,119.33,2948,2438.32737188683,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5059,17,0.00998,1,7061,795,0.5,712,131.84,2903,2408.08115959031,1270.5699660099838,2771.771470945766,559.5677467297784,100.20040080160321
5060,17,0.00998,1,6963,867,0.483,614,153.62,2903,2441.25149660933,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5061,17,0.00998,1,6963,969,0.437,528,173.51,2869,2523.89494587861,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5062,17,0.00998,1,6963,1070,0.398,470,186.75,2857,2551.81491408251,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5063,17,0.00998,1,6963,1315,0.304,414,199.38,2862,2818.57430452927,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5064,17,0.00998,1,6963,1428,0.277,386,205.64,2862,2866.84890408486,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5065,17,0.00998,1,6963,1754,0.21,337,216.47,2862,2989.60919689769,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5066,17,0.00998,1,6963,1864,0.202,317,220.84,2891,2948.99001457143,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5067,17,0.00998,1,6963,812,0.47,723,128.07,2899,2589.47546400541,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5068,17,0.00998,1,6963,805,0.473,729,126.66,2899,2581.05849523541,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5069,17,0.00998,1,6963,1099,0.239,859,95.81,3344,3316.32262748814,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5070,17,0.00998,1,6963,1087,0.249,861,95.34,3353,3283.65604515137,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5071,17,0.00998,1,6963,1521,0.106,853,97.24,3844,4021.76003361316,1265.5297364194828,2773.049588139972,558.6216244670347,100.20040080160321
5072,17,0.00998,1,6914,1496,0.12,849,97.6,3844,3932.70296222811,1262.9950323474834,2773.6815953493715,558.1447415931326,100.20040080160321
5073,17,0.00998,1,7110,1953,0.083,752,122.98,4273,3782.91433085879,1273.075763697147,2771.125420776945,560.037047978446,100.20040080160321
5074,17,0.00998,1,7110,2013,0.063,760,121.09,4294,3926.867240715,1273.075763697147,2771.125420776945,560.037047978446,100.20040080160321
5075,17,0.00998,1,7453,442,0.691,755,126.3,1959,1702.58881720042,1290.3611815404977,2766.4751329864,563.2547111382676,100.20040080160321
5076,17,0.00998,1,7944,238,0.924,821,116.29,1280,511.497976716188,1314.3887297152435,2759.4408161312413,567.6690468904258,100.20040080160321
5077,17,0.00998,1,7944,289,0.798,827,114.87,1428,1156.0570141365,1314.3887297152435,2759.4408161312413,567.6690468904258,100.20040080160321
5078,17,0.00998,1,7944,468,0.62,784,125.05,1962,1795.48158494928,1314.3887297152435,2759.4408161312413,567.6690468904258,100.20040080160321
5079,17,0.00998,1,7944,690,0.487,692,146.68,2404,2294.38777677233,1314.3887297152435,2759.4408161312413,567.6690468904258,100.20040080160321
